37598;B;5527;3.01.1995;16.maj;D;M;1;KORENSKO SEDLO - BREGANA;371;LJ(OBVOZNICA-DEL.DOM);72;R;PD;BT;J;G;AH;SU
37601;B;5562;3.01.1995;jul.50;N;R;368;LATKOVA VAS-TRBOVLJE;1351;LATKOVA VAS-TRBOVLJE;;C;PD;ÈT;J;R;AZ;SP
37602;B;5524;3.01.1995;16.50;D;N;25001;LJUBLJANA;24045;JEŽICA;;C;PV;TO;J;N;AH;SU
37607;B;5502;3.01.1995;14.45;D;N;2014;BREŽICE;19;POD OBZIDJEM CESTA;;C;PD;BT;J;N;AH;MO
37608;B;5528;3.01.1995;19.30;D;L;99995;BREZOVICA-RAZORI;0;NI ODSEKOV;27;C;HI;ÈT;J;R;AH;SU
37611;B;5526;3.01.1995;19.30;D;R;371;LJUBLJANA-MEKINJE;1356;LJ(ŠMARTIN.)-ŠENTJAKOB;154;P;HI;ÈT;J;N;AH;SU
37615;L;5527;4.01.1995;6.okt;D;M;1;KORENSKO SEDLO - BREGANA;213;ŠENTVID-LJ(OBVOZNICA);226;C;PD;ÈT;O;N;AH;SU
37617;B;5543;3.01.1995;15.50;N;R;370;RADLJE-BREZNO;1355;RIBNICA-BREZNO;;C;HI;TO;J;N;AZ;PN
37619;B;5526;4.01.1995;13.00;D;N;25001;LJUBLJANA;25162;ŠMARTINSKA CESTA;;C;PV;OP;O;N;AH;SU
37621;B;5518;8.01.1995;19.25;N;A;000A1;PREDOR KARAVANKE-BREGANA;3;LIPCE-VRBA;;C;HI;NT;J;N;AZ;SU
37624;B;5528;4.01.1995;15.15;D;N;25001;LJUBLJANA;28170;RIHARJEVA ULICA;;R;PD;ÈT;J;N;AH;SU
37627;L;5542;3.01.1995;14.avg;N;M;3;MEJA A-VIÈ-ORMOŽ-MEJA RH;250;SPUHLJA-ORMOŽ;;C;PD;BT;J;N;AH;SU
37628;B;5536;5.01.1995;sep.30;D;V;36031;GANÈANI;0;NI ULIC;;C;HI;OS;S;R;AZ;SN
37629;B;5527;4.01.1995;15.feb;D;N;25001;LJUBLJANA;27080;MEDVEDOVA CESTA;;R;PD;ÈT;J;R;AH;SU
37630;B;5536;5.01.1995;13.15;D;V;36093;PETANJCI;0;NI ULIC;;C;HI;BT;S;N;AH;SN
37631;B;5536;5.01.1995;sep.30;D;M;010-1;POÈEHOVA - LENDAVA;320;BRATONCI-BELTINCI;2;C;SV;TO;S;N;AH;PP
37633;B;5517;7.01.1995;dec.30;D;N;17042;KOPER;8;CANKARJEVA ULICA;;C;VR;ÈT;J;R;AZ;SU
37637;B;5525;4.01.1995;19.20;D;N;25001;LJUBLJANA;25230;SLOVENSKA CESTA;;Z;PV;OP;O;N;AH;SU
37638;B;5503;5.01.1995;15.okt;D;N;3011;CELJE;28;DEÈKOVA CESTA;;C;HI;NT;S;G;AH;SN
37640;B;5525;4.01.1995;20.15;D;M;10;ŠENTILJ - DEKANI;297;LJ(VILHARJEVA-DEL.DOM);43;C;PV;OS;O;N;AH;SU
37643;B;5510;7.01.1995;14.00;N;R;336;ŽELODNIK-ŠENTJUR;1221;TRBOVLJE-HRASTNIK;;R;PD;BT;O;N;AH;MO
37644;H;5525;4.01.1995;19.00;D;N;25001;LJUBLJANA;25051;HRENOVA ULICA;;C;OS;BT;J;N;AH;SU
37648;P;5528;5.01.1995;08.00;D;M;1;KORENSKO SEDLO - BREGANA;215;KARL.MOST-ŠKOFLJICA;372;C;HI;ÈT;O;N;AH;PN
37650;B;5527;5.01.1995;jul.30;D;N;25001;LJUBLJANA;24097;PODMILŠÈAKOVA ULICA;;R;PD;ÈT;J;N;AH;SU
37652;B;5510;7.01.1995;9.okt;D;N;10007;HRASTNIK-HRASTNIK;11;NOVI DOM;;C;SV;BT;J;N;AH;PP
37653;B;5525;5.01.1995;sep.40;D;N;25001;LJUBLJANA;25137;PUHARJEVA ULICA;;R;PV;BT;J;N;AH;SU
37656;P;5526;5.01.1995;13.50;D;N;25001;LJUBLJANA;25205;ZALOŠKA CESTA;;R;PD;BT;O;N;AH;SU
37659;L;5527;5.01.1995;14.okt;D;N;25001;LJUBLJANA;27089;OBIRSKA ULICA;;R;PD;ÈT;O;N;AH;SU
37660;B;5538;8.01.1995;apr.25;D;V;38250;RUMANJA VAS;0;NI ULIC;;C;SV;BT;M;R;AH;PP
