FIOStevilkaZadeve;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY
449901;BREZ POŠKODBE;NOVA GORICA;8.04.2005;23;N;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;779;VOGRSKO-ŠEMPETER;4000;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459199874218;136602275707
447212;BREZ POŠKODBE;NOVA GORICA;22.03.2005;13;N;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;379;VOGRSKO-ŠEMPETER;3970;CESTA;NEPRILAGOJENA HITROST;NALETNO TRČENJE;OBLAČNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459200354169;136604842635
461558;BREZ POŠKODBE;NOVA GORICA;27.06.2005;11;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1012;ŠEMPETER-DORNBERK;300;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459205479237;136550829049
489549;BREZ POŠKODBE;NOVA GORICA;22.12.2005;7;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37129;VRTOJBA;12;MEDNARODNI PREHOD;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459204251148;136273156028
441027;BREZ POŠKODBE;NOVA GORICA;27.01.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37129;VRTOJBA;12;MEDNARODNI PREHOD;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459204251148;136273156028
457908;BREZ POŠKODBE;NOVA GORICA;3.06.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37129;VRTOJBA;12;MEDNARODNI PREHOD;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459204251148;136273156028
449484;BREZ POŠKODBE;NOVA GORICA;7.04.2005;2;N;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;780;ŠEMPETER-VRTOJBA;500;CESTA;OSTALO;ČELNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459209898970;136437396912
460117;HUDA TELESNA POŠKODBA;NOVA GORICA;16.06.2005;22;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1012;ŠEMPETER-DORNBERK;200;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459213232492;136544453489
476947;BREZ POŠKODBE;NOVA GORICA;7.10.2005;7;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1046;PRIKLJ.ŠEMPE.-ŠEMPE.POLJE;1000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459213003696;136410891486
439075;BREZ POŠKODBE;NOVA GORICA;13.01.2005;1;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1046;PRIKLJ.ŠEMPE.-ŠEMPE.POLJE;1050;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;MEGLA;REDEK;MOKRO;HRAPAV  ASFALT / BETON;459214279502;136404671906
485787;BREZ POŠKODBE;NOVA GORICA;1.12.2005;18;N;CESTA;HITRA CESTA;000H4;RAZDRTO-VIPAVA-VRTOJBA;445;PRIKLJUČEK ŠEMPETER;137;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAČNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459216441809;136518977391
442383;BREZ POŠKODBE;NOVA GORICA;12.02.2005;17;N;CESTA;LOKALNA CESTA;95733;R.DOLINA-ŠEMPETER-VRTOJBA;0;NI ODSEKOV;0;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;OBLAČNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;459216941344;136401512719
486186;BREZ POŠKODBE;NOVA GORICA;5.12.2005;19;N;CESTA;LOKALNA CESTA;95733;R.DOLINA-ŠEMPETER-VRTOJBA;0;NI ODSEKOV;0;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459216941344;136401512719
458228;BREZ POŠKODBE;NOVA GORICA;3.06.2005;22;D;NASELJE;LOKALNA CESTA;95733;R.DOLINA-ŠEMPETER-VRTOJBA;0;NI ODSEKOV;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459216941344;136401512719
474505;BREZ POŠKODBE;NOVA GORICA;24.09.2005;8;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1046;PRIKLJ.ŠEMPE.-ŠEMPE.POLJE;100;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459221450366;136516406600
452628;LAŽJA TELESNA POŠKODBA;NOVA GORICA;29.04.2005;9;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1046;PRIKLJ.ŠEMPE.-ŠEMPE.POLJE;30;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459224333079;136524330439
489875;LAŽJA TELESNA POŠKODBA;NOVA GORICA;24.12.2005;17;N;CESTA;REGIONALNA CESTA III. REDA;615;TRI HIŠE-VOLČJA DRAGA-G.M;5736;TRI HIŠE-VOLČJA DRAGA;2300;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;NORMALEN;SPOLZKO;ZGLAJEN ASFALT / BETON;459230429967;137044416255
453686;BREZ POŠKODBE;NOVA GORICA;6.05.2005;17;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1012;ŠEMPETER-DORNBERK;0;CESTA;OSTALO;OSTALO;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;459226433893;136526987155
468195;BREZ POŠKODBE;NOVA GORICA;6.08.2005;21;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1012;ŠEMPETER-DORNBERK;0;CESTA;OSTALO;POVOŽENJE ŽIVALI;NEZNANO;NEZNANO;OSTALO;OSTALO;459226433893;136526987155
461964;BREZ POŠKODBE;NOVA GORICA;29.06.2005;6;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1046;PRIKLJ.ŠEMPE.-ŠEMPE.POLJE;0;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459226433893;136526987155
488624;BREZ POŠKODBE;NOVA GORICA;17.12.2005;19;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;160;NARAVNO OKOLJE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459250891270;137223675772
475287;BREZ POŠKODBE;NOVA GORICA;13.09.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;19;VRTOJBENSKA CESTA;62;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;OSTALO;459243384565;136400609573
482614;LAŽJA TELESNA POŠKODBA;NOVA GORICA;14.11.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;19;VRTOJBENSKA CESTA;46;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459251061277;136380308359
471619;BREZ POŠKODBE;NOVA GORICA;17.07.2005;0;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;1;BRATUŽEVA ULICA;13;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459255695070;136323721088
450230;BREZ POŠKODBE;NOVA GORICA;12.04.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;15;ULICA NIKOLE TESLE;10;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V OBJEKT;JASNO;NEZNANO;SUHO;OSTALO;459256628741;136356705869
463830;BREZ POŠKODBE;NOVA GORICA;29.06.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;25;NARAVNO OKOLJE;PREMIKI Z VOZILOM;ČELNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459256784843;136309511341
487003;BREZ POŠKODBE;NOVA GORICA;11.10.2005;20;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;6;NARAVNO OKOLJE;OSTALO;POVOŽENJE ŽIVALI;NEZNANO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459270910537;137521195884
447831;BREZ POŠKODBE;NOVA GORICA;25.03.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;15;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;459259832913;136301055541
458315;BREZ POŠKODBE;NOVA GORICA;4.06.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;15;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ČELNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459259832913;136301055541
459429;LAŽJA TELESNA POŠKODBA;NOVA GORICA;13.06.2005;19;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;27;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;TRČENJE V OBJEKT;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459278540595;137478345486
461305;BREZ POŠKODBE;NOVA GORICA;24.06.2005;1;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;23;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;459279782199;137493145859
465252;BREZ POŠKODBE;NOVA GORICA;19.07.2005;15;N;CESTA;REGIONALNA CESTA II. REDA;444;RAZDRTO-SELO-ROŽNA DOLINA;347;SELO-NOVA GORICA;5700;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ČELNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459280885634;137495313104
481195;LAŽJA TELESNA POŠKODBA;NOVA GORICA;5.11.2005;17;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;13;NARAVNO OKOLJE;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459282281470;137499536870
445703;BREZ POŠKODBE;NOVA GORICA;22.02.2005;7;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37123;VOGRSKO;0;NI ODSEKOV;119;NARAVNO OKOLJE;OSTALO;OSTALO;SNEG;NORMALEN;SNEŽENO - NEPLUŽENO;HRAPAV  ASFALT / BETON;459278132214;137061487924
460404;LAŽJA TELESNA POŠKODBA;NOVA GORICA;5.06.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;2;CESTA GORIŠKE FRONTE;24;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;TRČENJE V OBJEKT;NEZNANO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;459272914831;136424774278
472585;BREZ POŠKODBE;NOVA GORICA;30.07.2005;5;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;2;CESTA GORIŠKE FRONTE;24;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;BOČNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459272914831;136424774278
455612;HUDA TELESNA POŠKODBA;NOVA GORICA;22.05.2005;20;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;138;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459285060562;137424687747
470165;BREZ POŠKODBE;NOVA GORICA;6.07.2005;21;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;14;ULICA ANDREJA GABRŠČKA;1;NARAVNO OKOLJE;OSTALO;OSTALO;NEZNANO;NEZNANO;OSTALO;OSTALO;459276929009;136391538636
484717;BREZ POŠKODBE;NOVA GORICA;24.11.2005;8;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37108;ŠEMPAS;0;NI ODSEKOV;153;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;ČELNO TRČENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459289873604;137428705333
479330;BREZ POŠKODBE;NOVA GORICA;22.10.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;19;VRTOJBENSKA CESTA;19;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459282436970;136408295549
450236;BREZ POŠKODBE;NOVA GORICA;31.03.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;19;VRTOJBENSKA CESTA;15;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NEZNANO;SUHO;OSTALO;459285660351;136414535125
471510;LAŽJA TELESNA POŠKODBA;NOVA GORICA;29.08.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;2;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459292332201;136415661887
483003;LAŽJA TELESNA POŠKODBA;NOVA GORICA;28.09.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;1;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459294548890;136412899993
455564;BREZ POŠKODBE;NOVA GORICA;20.05.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;13;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459294262947;136343534537
469669;BREZ POŠKODBE;NOVA GORICA;3.08.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;13;TRG IVANA ROBA;7;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;DEŽEVNO;NEZNANO;MOKRO;ZGLAJEN ASFALT / BETON;459298585232;136396683304
459281;BREZ POŠKODBE;NOVA GORICA;10.06.2005;19;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459299198905;136410465561
473055;BREZ POŠKODBE;NOVA GORICA;5.09.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;11;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459299224541;136405049196
485695;BREZ POŠKODBE;NOVA GORICA;23.11.2005;19;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;9;NARAVNO OKOLJE;OSTALO;OSTALO;VETER;REDEK;SUHO;HRAPAV  ASFALT / BETON;459299331341;136406464998
475303;BREZ POŠKODBE;NOVA GORICA;15.09.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;21;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;GOST;SUHO;OSTALO;459300190465;136372789024
460488;BREZ POŠKODBE;NOVA GORICA;20.06.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;13;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;459301092517;136410806212
473146;BREZ POŠKODBE;NOVA GORICA;5.09.2005;21;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;13;NARAVNO OKOLJE;OSTALO;OPLAŽENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459301092517;136410806212
458798;BREZ POŠKODBE;NOVA GORICA;6.06.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;13;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;OSTALO;459301092517;136410806212
441910;BREZ POŠKODBE;NOVA GORICA;11.02.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;9;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459300379017;136350863514
484650;LAŽJA TELESNA POŠKODBA;NOVA GORICA;26.11.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;1;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;POVOŽENJE PEŠCA;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;459302773180;136393228426
445379;BREZ POŠKODBE;NOVA GORICA;7.03.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;3;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459302470893;136367833262
463847;BREZ POŠKODBE;NOVA GORICA;13.06.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;3;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;459302470893;136367833262
466188;HUDA TELESNA POŠKODBA;NOVA GORICA;26.07.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;13;TRG IVANA ROBA;3;NARAVNO OKOLJE;PREMIKI Z VOZILOM;POVOŽENJE PEŠCA;OBLAČNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;459305014819;136400136845
457275;BREZ POŠKODBE;NOVA GORICA;26.05.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459307943322;136374017819
475665;BREZ POŠKODBE;NOVA GORICA;30.09.2005;8;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;459307943322;136374017819
483738;BREZ POŠKODBE;NOVA GORICA;25.08.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;HRAPAV  ASFALT / BETON;459307943322;136374017819
451214;BREZ POŠKODBE;NOVA GORICA;14.04.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459307943322;136374017819
463308;BREZ POŠKODBE;NOVA GORICA;26.06.2005;15;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;32;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459312592329;136379062084
473144;BREZ POŠKODBE;NOVA GORICA;13.09.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;20;ŽNIDARČIČEVA ULICA;4;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459313004622;136368349205
454308;HUDA TELESNA POŠKODBA;NOVA GORICA;12.05.2005;17;N;CESTA;GLAVNA CESTA II. REDA;103;PERŠETI-N.GORICA-ŠEMPETER;1447;NOVA GORICA-ŠEMPETER;1100;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;459314175048;136444142960
486195;BREZ POŠKODBE;NOVA GORICA;17.11.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;6;GORIŠKA ULICA;1;NARAVNO OKOLJE;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459313767245;136371941132
483067;BREZ POŠKODBE;NOVA GORICA;16.11.2005;7;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;6;GORIŠKA ULICA;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;BOČNO TRČENJE;OBLAČNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;459315273414;136369970039
469390;BREZ POŠKODBE;NOVA GORICA;11.07.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;17;V MLINU;2;NARAVNO OKOLJE;OSTALO;OSTALO;NEZNANO;NEZNANO;OSTALO;OSTALO;459318723878;136372593585
469397;BREZ POŠKODBE;NOVA GORICA;17.07.2005;21;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;17;V MLINU;2;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;MAKADAM;459318723878;136372593585
472006;BREZ POŠKODBE;NOVA GORICA;2.09.2005;22;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;60;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;HRAPAV  ASFALT / BETON;459320666199;136392146649
470465;BREZ POŠKODBE;NOVA GORICA;24.08.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;60;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;459320666199;136392146649
451425;BREZ POŠKODBE;NOVA GORICA;18.04.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;3;CESTA PREKOMORSKIH BRIGAD;60;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;GOST;SUHO;HRAPAV  ASFALT / BETON;459320666199;136392146649
492146;BREZ POŠKODBE;NOVA GORICA;6.10.2005;19;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;26;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OSTALO;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;459322051548;136463422973
469656;BREZ POŠKODBE;NOVA GORICA;3.08.2005;22;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;16;ULICA PADLIH BORCEV;26;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;459322051548;136463422973
