FIOStevilkaZadeve;KlasifikacijaNesrece;UpravnaEnotaStoritve;DatumPN;UraPN;VNaselju;Lokacija;VrstaCesteNaselja;SifraCesteNaselja;TekstCesteNaselja;SifraOdsekaUlice;TekstOdsekaUlice;StacionazaDogodka;OpisKraja;VzrokNesrece;TipNesrece;VremenskeOkoliscine;StanjePrometa;StanjeVozisca;VrstaVozisca;GeoKoordinataX;GeoKoordinataY
471491;BREZ POŠKODBE;NOVA GORICA;5.09.2005;17;D;NASELJE;LOKALNA CESTA;95705;ŽEL-P KANAL-PLAVE;0;NI ODSEKOV;200;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ČELNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
459964;BREZ POŠKODBE;NOVA GORICA;19.06.2005;5;D;NASELJE;LOKALNA CESTA;95713;KANAL-GRGAR;0;NI ODSEKOV;32625;CESTA;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
449289;BREZ POŠKODBE;NOVA GORICA;5.04.2005;8;D;NASELJE;LOKALNA CESTA;95726;AJŠEVICA-KROMBERK-NG;0;NI ODSEKOV;500;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
465248;BREZ POŠKODBE;NOVA GORICA;19.07.2005;7;N;CESTA;LOKALNA CESTA;95728;ERJAVČEVA-RAFUT-RD;0;NI ODSEKOV;800;CESTA;NEPRILAGOJENA HITROST;ČELNO TRČENJE;OBLAČNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
458652;BREZ POŠKODBE;NOVA GORICA;7.06.2005;11;N;CESTA;LOKALNA CESTA;95728;ERJAVČEVA-RAFUT-RD;0;NI ODSEKOV;800;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;OBLAČNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
479137;BREZ POŠKODBE;NOVA GORICA;20.10.2005;19;D;NASELJE;LOKALNA CESTA;95728;ERJAVČEVA-RAFUT-RD;0;NI ODSEKOV;1000;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
479799;LAŽJA TELESNA POŠKODBA;NOVA GORICA;25.10.2005;14;N;CESTA;LOKALNA CESTA;95728;ERJAVČEVA-RAFUT-RD;0;NI ODSEKOV;1600;CESTA;NEPRILAGOJENA HITROST;ČELNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
486960;LAŽJA TELESNA POŠKODBA;NOVA GORICA;8.12.2005;13;D;NASELJE;LOKALNA CESTA;95732;RD-STARA GORA-PRI BAJTI;0;NI ODSEKOV;500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ČELNO TRČENJE;JASNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;0;0
456052;LAŽJA TELESNA POŠKODBA;NOVA GORICA;21.05.2005;22;N;CESTA;LOKALNA CESTA;95732;RD-STARA GORA-PRI BAJTI;0;NI ODSEKOV;800;CESTA;NEUSTREZNA VARNOSTNA RAZDALJA;NALETNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
487119;BREZ POŠKODBE;NOVA GORICA;9.12.2005;14;N;CESTA;LOKALNA CESTA;95733;R.DOLINA-ŠEMPETER-VRTOJBA;0;NI ODSEKOV;3000;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;OPLAŽENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;0;0
467804;HUDA TELESNA POŠKODBA;NOVA GORICA;6.08.2005;15;D;NASELJE;LOKALNA CESTA;95733;R.DOLINA-ŠEMPETER-VRTOJBA;0;NI ODSEKOV;4000;CESTA;NEPRILAGOJENA HITROST;ČELNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
471439;BREZ POŠKODBE;NOVA GORICA;2.09.2005;20;N;CESTA;LOKALNA CESTA;37201;020050 VIPOLŽE - HUM;37201;LC 020030 - MEJA ITALIJA;500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;0;0
438932;BREZ POŠKODBE;NOVA GORICA;7.01.2005;9;N;CESTA;LOKALNA CESTA;37201;020050 VIPOLŽE - HUM;37201;LC 020030 - MEJA ITALIJA;600;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;0;0
477969;BREZ POŠKODBE;NOVA GORICA;16.10.2005;19;N;CESTA;LOKALNA CESTA;95710;020020 MEDANA - VIPOLŽE;95710;LC 020010 - LC 020040;2500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;TRČENJE V OBJEKT;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
448674;SMRT;NOVA GORICA;2.04.2005;3;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;0;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;PREVRNITEV VOZILA;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
474512;BREZ POŠKODBE;NOVA GORICA;24.09.2005;14;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;50;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;ČELNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
461265;BREZ POŠKODBE;NOVA GORICA;27.06.2005;3;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;100;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
455517;BREZ POŠKODBE;NOVA GORICA;19.05.2005;14;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;200;CESTA;PREMIKI Z VOZILOM;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
458326;HUDA TELESNA POŠKODBA;NOVA GORICA;6.06.2005;4;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;200;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;OBLAČNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
466816;LAŽJA TELESNA POŠKODBA;NOVA GORICA;1.08.2005;18;D;NASELJE;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;1000;CESTA;NEPRILAGOJENA HITROST;OSTALO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
481893;BREZ POŠKODBE;NOVA GORICA;9.11.2005;7;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;1000;CESTA;NEPRILAGOJENA HITROST;BOČNO TRČENJE;JASNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;0;0
468384;LAŽJA TELESNA POŠKODBA;NOVA GORICA;14.08.2005;17;N;CESTA;LOKALNA CESTA;99621;NOVA GORICA POVRŠINE;99621;NI ODSEKOV;5000;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;OBLAČNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
455188;BREZ POŠKODBE;NOVA GORICA;7.05.2005;22;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37040;GRGARSKE RAVNE;0;NI ODSEKOV;80;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;OSTALO;DEŽEVNO;REDEK;SPOLZKO;ZGLAJEN ASFALT / BETON;0;0
484699;BREZ POŠKODBE;NOVA GORICA;26.11.2005;23;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37125;VOLČJA DRAGA;0;NI ODSEKOV;1;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
460821;BREZ POŠKODBE;NOVA GORICA;16.06.2005;7;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37125;VOLČJA DRAGA;0;NI ODSEKOV;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;0;0
478824;LAŽJA TELESNA POŠKODBA;NOVA GORICA;3.10.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37089;PRISTAVA-NOVA GORICA;1;KOSTANJEVIŠKA CESTA;12;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;BOČNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;ZGLAJEN ASFALT / BETON;0;0
451147;BREZ POŠKODBE;NOVA GORICA;26.03.2005;18;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37096;ROŽNA DOLINA;1;VIPAVSKA CESTA;11;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;DEŽEVNO;REDEK;MOKRO;ZGLAJEN ASFALT / BETON;0;0
473149;BREZ POŠKODBE;NOVA GORICA;2.09.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37096;ROŽNA DOLINA;1;VIPAVSKA CESTA;11;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;NERAVEN ASFALT / BETON;0;0
467815;BREZ POŠKODBE;NOVA GORICA;28.07.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;3;BIDOVČEVA ULICA;6;NARAVNO OKOLJE;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
443798;BREZ POŠKODBE;NOVA GORICA;24.02.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37057;KROMBERK;5;INDUSTRIJSKA CESTA;3;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;0;0
446602;BREZ POŠKODBE;NOVA GORICA;16.03.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;1;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;OSTALO;HRAPAV  ASFALT / BETON;0;0
447294;BREZ POŠKODBE;NOVA GORICA;8.03.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;0;0
440802;BREZ POŠKODBE;NOVA GORICA;16.01.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;4;NARAVNO OKOLJE;OSTALO;OPLAŽENJE;NEZNANO;NEZNANO;OSTALO;OSTALO;0;0
468915;BREZ POŠKODBE;NOVA GORICA;16.08.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;5;NARAVNO OKOLJE;OSTALO;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;0;0
455316;BREZ POŠKODBE;NOVA GORICA;13.05.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;6;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
473067;BREZ POŠKODBE;NOVA GORICA;9.09.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;14;KIDRIČEVA ULICA;6;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;GOST;SUHO;ZGLAJEN ASFALT / BETON;0;0
466345;BREZ POŠKODBE;NOVA GORICA;19.07.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37129;VRTOJBA;14;POD LAZAMI;100;NARAVNO OKOLJE;NEPRAVILNA STRAN / SMER VOŽNJE;BOČNO TRČENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
453853;BREZ POŠKODBE;NOVA GORICA;30.04.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;15;ULICA NIKOLE TESLE;1;NARAVNO OKOLJE;NEPRAVILNO PREHITEVANJE;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
482703;BREZ POŠKODBE;NOVA GORICA;26.10.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;62079;ŠEMPETER V SAVINJ. DOLINI;18;RIMSKA CESTA;25;NARAVNO OKOLJE;PREMIKI Z VOZILOM;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0
482972;BREZ POŠKODBE;NOVA GORICA;16.10.2005;19;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;21;POLJE;5;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0
460749;LAŽJA TELESNA POŠKODBA;NOVA GORICA;30.05.2005;1;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;21;POLJE;5;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;0;0
487095;BREZ POŠKODBE;NOVA GORICA;14.11.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;21;POLJE;5;NARAVNO OKOLJE;OSTALO;OSTALO;NEZNANO;NEZNANO;OSTALO;OSTALO;0;0
448886;BREZ POŠKODBE;NOVA GORICA;31.03.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37109;ŠEMPETER PRI GORICI;24;PODMARK;8;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;0;0
443795;BREZ POŠKODBE;NOVA GORICA;27.02.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37134;SOLKAN;34;ULICA XXX. DIVIZIJE;19;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;NEZNANO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;0;0
458454;BREZ POŠKODBE;NOVA GORICA;6.06.2005;11;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;51;ULICA DR. KARLA LAVRIČA;10;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;GOST;SUHO;HRAPAV  ASFALT / BETON;0;0
475295;BREZ POŠKODBE;NOVA GORICA;29.09.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;18;NARAVNO OKOLJE;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;BOČNO TRČENJE;OBLAČNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0
453832;BREZ POŠKODBE;NOVA GORICA;9.05.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;47;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;OBLAČNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;0;0
478184;BREZ POŠKODBE;NOVA GORICA;14.10.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;47;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0
461005;BREZ POŠKODBE;NOVA GORICA;24.06.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;53;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;0;0
488428;BREZ POŠKODBE;NOVA GORICA;17.12.2005;23;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;55;NARAVNO OKOLJE;NEPRILAGOJENA HITROST;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
485317;BREZ POŠKODBE;NOVA GORICA;29.11.2005;14;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;70;VOJKOVA CESTA;90;NARAVNO OKOLJE;OSTALO;OPLAŽENJE;DEŽEVNO;GOST;MOKRO;HRAPAV  ASFALT / BETON;0;0
471168;BREZ POŠKODBE;NOVA GORICA;1.09.2005;16;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;77;TRG EDVARDA KARDELJA;1;NARAVNO OKOLJE;OSTALO;OPLAŽENJE;JASNO;NEZNANO;SUHO;MAKADAM;0;0
491347;BREZ POŠKODBE;NOVA GORICA;7.12.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;77;TRG EDVARDA KARDELJA;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
471172;BREZ POŠKODBE;NOVA GORICA;31.08.2005;13;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;77;TRG EDVARDA KARDELJA;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
487002;BREZ POŠKODBE;NOVA GORICA;28.11.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;77;TRG EDVARDA KARDELJA;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;OBLAČNO;REDEK;MOKRO;HRAPAV  ASFALT / BETON;0;0
455691;BREZ POŠKODBE;NOVA GORICA;20.05.2005;17;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;78;ULICA GRADNIKOVE BRIGADE;5;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;MAKADAM;0;0
460115;BREZ POŠKODBE;NOVA GORICA;15.06.2005;9;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;78;ULICA GRADNIKOVE BRIGADE;10;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;NEZNANO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
491919;BREZ POŠKODBE;NOVA GORICA;4.09.2005;1;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;78;ULICA GRADNIKOVE BRIGADE;12;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;0;0
483505;BREZ POŠKODBE;NOVA GORICA;20.11.2005;1;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;80;REJČEVA ULICA;7;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;0;0
492952;BREZ POŠKODBE;NOVA GORICA;6.12.2005;10;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;80;REJČEVA ULICA;7;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
441735;BREZ POŠKODBE;NOVA GORICA;5.02.2005;12;D;NASELJE;NASELJE Z ULIČNIM SISTEMOM;37075;NOVA GORICA;80;REJČEVA ULICA;23;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;0;0
453132;BREZ POŠKODBE;NOVA GORICA;21.04.2005;0;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37098;SELA NA KRASU;0;NI ODSEKOV;1;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V OBJEKT;NEZNANO;NEZNANO;OSTALO;MAKADAM;458255591212;136176124180
441703;HUDA TELESNA POŠKODBA;NOVA GORICA;6.02.2005;15;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1048;OPATJE SELO-KOMEN;8100;CESTA;PREMIKI Z VOZILOM;POVOŽENJE PEŠCA;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;458284938301;136716502355
480663;LAŽJA TELESNA POŠKODBA;NOVA GORICA;21.10.2005;11;N;CESTA;REGIONALNA CESTA III. REDA;618;BRANIK - KOMEN - DUTOVLJE;6807;BRANIK-KOMEN;4850;CESTA;NEPRILAGOJENA HITROST;PREVRNITEV VOZILA;DEŽEVNO;NORMALEN;SPOLZKO;ZGLAJEN ASFALT / BETON;458414451610;137717993684
440993;BREZ POŠKODBE;NOVA GORICA;6.02.2005;14;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;8300;CESTA;OSTALO;OSTALO;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;458451312251;138158924290
469398;BREZ POŠKODBE;NOVA GORICA;5.08.2005;10;N;CESTA;REGIONALNA CESTA III. REDA;618;BRANIK - KOMEN - DUTOVLJE;6807;BRANIK-KOMEN;4000;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;458449408876;137806320094
485794;BREZ POŠKODBE;NOVA GORICA;1.12.2005;16;D;NASELJE;LOKALNA CESTA;92123;001100 AJD-PLAN-S.BRANICA;0;NI ODSEKOV;15500;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;458458736369;138206920065
445709;LAŽJA TELESNA POŠKODBA;NOVA GORICA;12.03.2005;7;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;7800;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;OBLAČNO;REDEK;SPOLZKO;HRAPAV  ASFALT / BETON;458466705639;138098856617
465197;BREZ POŠKODBE;NOVA GORICA;9.07.2005;13;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;7800;CESTA;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;458466705639;138098856617
442992;BREZ POŠKODBE;NOVA GORICA;18.02.2005;19;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37115;TEMNICA;0;NI ODSEKOV;1;NARAVNO OKOLJE;OSTALO;POVOŽENJE ŽIVALI;OBLAČNO;REDEK;SUHO;HRAPAV  ASFALT / BETON;458460813975;136744381441
450262;BREZ POŠKODBE;NOVA GORICA;11.04.2005;10;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;7500;CESTA;NEPRAVILNOSTI NA CESTI;TRČENJE V OBJEKT;NEZNANO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;458480393579;138065345958
490542;BREZ POŠKODBE;NOVA GORICA;28.12.2005;16;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1048;OPATJE SELO-KOMEN;3650;CESTA;NEPRILAGOJENA HITROST;TRČENJE V OBJEKT;SNEG;REDEK;SNEŽENO - NEPLUŽENO;OSTALO;458465462506;136268785279
460817;BREZ POŠKODBE;NOVA GORICA;21.06.2005;23;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37061;LIPA-MIREN-KOSTANJEVICA;0;NI ODSEKOV;1;NARAVNO OKOLJE;OSTALO;POVOŽENJE ŽIVALI;JASNO;REDEK;SUHO;ZGLAJEN ASFALT / BETON;458474455591;137008006209
460736;BREZ POŠKODBE;NOVA GORICA;19.06.2005;16;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;7100;CESTA;NEUPOŠTEVANJE PRAVIL O PREDNOSTI;ČELNO TRČENJE;JASNO;NORMALEN;SUHO;ZGLAJEN ASFALT / BETON;458509900276;138038834365
484093;BREZ POŠKODBE;NOVA GORICA;22.11.2005;7;N;CESTA;REGIONALNA CESTA III. REDA;614;ŠEMPETER - MIREN - MANČE;1048;OPATJE SELO-KOMEN;2200;CESTA;NEPRAVILNA STRAN / SMER VOŽNJE;OPLAŽENJE;JASNO;NORMALEN;SUHO;HRAPAV  ASFALT / BETON;458493569259;136092723632
465327;BREZ POŠKODBE;NOVA GORICA;6.06.2005;17;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37013;BRANIK;0;NI ODSEKOV;123;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V OBJEKT;NEZNANO;REDEK;OSTALO;ZGLAJEN ASFALT / BETON;458517253365;137882484988
479133;LAŽJA TELESNA POŠKODBA;NOVA GORICA;20.10.2005;8;N;CESTA;REGIONALNA CESTA I. REDA;204;ŠEMPETER-SEŽANA VZHOD;1013;DORNBERK-ŠTANJEL;6450;CESTA;NEPRILAGOJENA HITROST;NALETNO TRČENJE;DEŽEVNO;NORMALEN;MOKRO;HRAPAV  ASFALT / BETON;458549835346;137994325581
469791;BREZ POŠKODBE;NOVA GORICA;21.06.2005;19;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37013;BRANIK;0;NI ODSEKOV;75;NARAVNO OKOLJE;PREMIKI Z VOZILOM;TRČENJE V STOJEČE / PARKIRANO VOZILO;JASNO;NEZNANO;SUHO;ZGLAJEN ASFALT / BETON;458600382814;137872826039
483680;BREZ POŠKODBE;NOVA GORICA;27.10.2005;9;D;NASELJE;NASELJE BREZ ULIČNEGA SISTEMA;37013;BRANIK;0;NI ODSEKOV;46;NARAVNO OKOLJE;PREMIKI Z VOZILOM;OPLAŽENJE;JASNO;NEZNANO;SUHO;HRAPAV  ASFALT / BETON;458616880361;137850316329
